id	broker_name	collected_by	center_name
8808		ACRES HOME MSC	SUB11689055
8809		SOUTHWEST MSC	SUB11689055
8810		HIRAM CLARKE MSC	SUB11689055
8811		MAGNOLIA HEALTH CENTER	SUB11689055
8812		FBCCHS - COVID Testing	SUB11689055
8813		HCO INST FORENSIC SCI	SUB11689055
8814		FORT BEND EMPLOYEE	SUB11689055
8815		Utah Public Health Laboratory	SUB11689078
8816		Texas Department of State Health Services	SUB11689154
8817		Ohio Department of Health Laboratory	SUB11689333
8818		State Hygienic Laboratory at the University of Iowa	SUB11689410
8819		HIRAM CLARKE MSC	SUB11689458
8820		SOUTHWEST MSC	SUB11689458
8821		MAGNOLIA HEALTH CENTER	SUB11689458
8822		FBCCHS - COVID Testing	SUB11689458
8823		ACRES HOME MSC	SUB11689458
8824		HCO INST FORENSIC SCI	SUB11689458
8825		PARK MANOR WESTCHASE	SUB11689458
8826		NORTH HOUSTON	SUB11689458
8827		FORT BEND EMPLOYEE	SUB11689458
8828		UWHC	SUB11689518
8829		UWHC	SUB11690299
8830			SUB11702233
8831		AT Virology Lab, Mahidol University	SUB11707342
8832		Nevada State Public Health Laboratory	SUB11715344
8833		Pennsylvania Department of Health Bureau of Laboratories	SUB11715396
8834		Wisconsin State Laboratory of Hygiene	SUB11715398
8835		Wisconsin State Laboratory of Hygiene	SUB11715410
8836		Wisconsin State Laboratory of Hygiene	SUB11715421
8837		Wisconsin State Laboratory of Hygiene	SUB11715445
8838		HHD - Metro Park and Ride at Addicks	SUB11715494
8839			SUB11715494
8840		HHD - Aramco Services Company	SUB11715494
8841		HHD - MultiCultural Center	SUB11715494
8842		HHD-Metro Park and Ride at Addicks	SUB11715494
8843		HHD - Delmar	SUB11715494
8844		Baylor Miraca Genetics Laboratories, LLC	SUB11715494
8845		Delmar - Acadian EMS	SUB11715494
8846		Aramco Services Company	SUB11715494
8847		HHD - Acres Homes MSC	SUB11715494
8848		HHD - Magnolia MSC	SUB11715494
8849		Baylor Genetics	SUB11715494
8850		Brazos Towers at Bayou Manor	SUB11715494
8851		MHHS- University Place Nursing Center	SUB11715494
8852		MedResort	SUB11715494
8853		The Concierge	SUB11715494
8854		Charles Burnell	SUB11715494
8855		HHD - Multicultural Center	SUB11715494
8856		University of Iowa Hospitals and Clinics	SUB11715563
8857		Orange County Public Health Laboratory	SUB11715616
8858		Bermuda Department of Health	SUB11715620
8859		Northshore Medical and Aesthetics Center	SUB11715620
8860		Pennsylvania Department of Health Bureau of Laboratories	SUB11715715
8861		Biolab Diagnostic Laboratories	SUB11715850
8862		Utah Public Health Laboratory	SUB11716104
8863		UC Davis Genome Center	SUB11716131
8864		San Diego County Public Health Laboratory	SUB11716177
8865		San Diego County Public Health Laboratory	SUB11716178
8866		San Diego County Public Health Laboratory	SUB11716179
8867		Biolab Diagnostic Laboratories	SUB11716179
8868		Centro de Diagnostico COVID-19 UABC Tijuana	SUB11716180
8869		San Diego County Public Health Laboratory	SUB11716180
8870		Biolab Diagnostic Laboratories	SUB11716184
8871		Robert Garry lab	SUB11716184
8872		Scripps Medical Laboratory	SUB11716184
8873		UC San Diego Center for Advanced Laboratory Medicine	SUB11716184
8874		San Diego County Public Health Laboratory	SUB11716184
8875		State Hygienic Laboratory at the University of Iowa	SUB11716206
8876		University of Iowa Hospitals and Clinics	SUB11716252
8877		State Hygienic Laboratory at the University of Iowa	SUB11716252
8878		Alaska State Virology Laboratory	SUB11716486
8879		State Hygienic Laboratory at the University of Iowa	SUB11719346
8880		University of Iowa Hospitals and Clinics	SUB11719346
8881		ST CLOUD VA HEALTH CARE SYSTEM	SUB11719511
8882		INFINITY BIOLOGIX	SUB11719511
8883		ALOMERE HEALTH	SUB11719511
8884		UNIVERSITY OF MINNESOTA - INFECTIOUS DISEASE DIAGNOSTIC LABO	SUB11719511
8885		NORTH MEMORIAL HOSPITAL	SUB11719511
8886		VALLEY MEDICAL &amp; WELLNESS	SUB11719511
8887		HEALTHEAST - ST JOHNS HOSPITAL	SUB11719511
8888		HUTCHINSON HEALTH HOSPITAL	SUB11719511
8889		WELIA HEALTH SYSTEM - MORA HOSPITAL AND CLINIC	SUB11719511
8890		GLENCOE REGIONAL HEALTH SERVICE	SUB11719511
8891		CENTRACARE - MONTICELLO HOSPITAL	SUB11719511
8892		CENTRACARE LABORATORY SERVICES	SUB11719511
8893		ALLINA HEALTH LABORATORY - ABBOTT NORTHWESTERN	SUB11719519
8894		CUYUNA REGIONAL MEDICAL CENTER	SUB11719519
8895		INFINITY BIOLOGIX	SUB11719519
8896		LAKE REGION HEALTHCARE	SUB11719519
8897		GLENCOE REGIONAL HEALTH SERVICE	SUB11719519
8898		ST LUKES HOSPITAL	SUB11719519
8899		MADELIA COMMUNITY HOSPITAL	SUB11719519
8900		CENTRACARE LABORATORY SERVICES	SUB11719519
8901		UWHC	SUB11719607
8902		University of Iowa Hospitals and Clinics	SUB11719676
8903		State Hygienic Laboratory at the University of Iowa	SUB11719676
8904		Alaska State Virology Laboratory	SUB11719816
8905		AREA DE SALUD MORAVIA	SUB11719821
8906		Hospital Enrique Baltodano BriceNo	SUB11719821
8907		Hospital San Francisco de AsIs	SUB11719821
8908		HOSPITAL SAN VICENTE DE PAUL HEREDIA	SUB11719821
8909		HOSPITAL MONSENOR SANABRIA	SUB11719821
8910		AREA DE SALUD PARAISO-CERVANTES	SUB11719821
8911		HOSPITAL DR. ENRIQUE BALTODANO BRICENO	SUB11719821
8912		HOSPITAL MEXICO	SUB11719821
8913		HOSPITAL SAN JUAN DE DIOS	SUB11719821
8914		HOSPITAL MAXIMILIANO PERALTA	SUB11719821
8915		Hospital Metropolitano	SUB11719821
8916		HOSPITAL DR. WILLIAM ALLEN	SUB11719821
8917		HOSPITAL DR. FERNANDO ESCALANTE PRADILLA	SUB11719821
8918		Hospital Maximiliano Peralta JimEnez	SUB11719821
8919		Laboratorio LABIN	SUB11719821
8920		Hospital San Juan de Dios	SUB11719821
8921		Hospital Tony Facio Castro	SUB11719821
8922		Hospital MonseNor Sanabria	SUB11719821
8923		Hospital Nacional de NiNos	SUB11719821
8924		AREA DE SALUD SANTA CRUZ	SUB11719821
8925		AREA DE SALUD CARTAGO	SUB11719821
8926		H Dr. Max Peralta JimEnez	SUB11719821
8927		Hospital Escalante Pradilla	SUB11719821
8928		Area de Salud Alajuelita	SUB11719821
8929		AREA DE SALUD NANDAYURE	SUB11719821
8930		HOSPITAL LA ANEXION	SUB11719821
8931		Hospital MExico	SUB11719821
8932		Hospital San Vicente de PaUl	SUB11719821
8933		LABORATORIO CLINICO LABIN	SUB11719821
8934		AREA DE SALUD CATEDRAL NORESTE	SUB11719821
8935		AREA DE SALUD CORONADO	SUB11719821
8936		Lab Echandi	SUB11719821
8937		Area de Salud Oreamuno-Pacayas-Tierra Blanca	SUB11719821
8938		Hospital de GuApiles	SUB11719821
8939		Hospital San Carlos	SUB11719821
8940		AREA DE SALUD OREAMUNO-PACAYAS-TIERRA BLANCA	SUB11719821
8941		AREA DE SALUD ZAPOTE-CATEDRAL - CLINICA DR. CARLOS DURAN	SUB11719821
8942		AREA DE SALUD MATA REDONDA-HOSPITAL - CLINICA DR. MORENO CANAS	SUB11719821
8943		Laboratorio ClInico Labin	SUB11719821
8944		AREA DE SALUD GOICOECHEA 2 - CLINICA DR. JIMENEZ NUNEZ	SUB11719821
8945		AREA DE SALUD SAN JUAN-SAN DIEGO-CONCEPCION 2	SUB11719821
8946		HOSPITAL GOLFITO MANUEL MORA VALVERDE	SUB11719821
8947		TAMIZAJE COMUNITARIO - PASO CANOAS	SUB11719821
8948		AREA DE SALUD TURRIALBA-JIMENEZ	SUB11719821
8949		AREA DE SALUD CANAS	SUB11719821
8950		AREA DE SALUD CARRILLO	SUB11719821
8951		HOSPITAL SAN VITO DE COTO BRUS	SUB11719821
8952		HOSPITAL CIUDAD NEILY	SUB11719821
8953		AREA DE SALUD CORRALILLO	SUB11719821
8954		HOSPITAL METROPOLITANO	SUB11719821
8955		State Hygienic Laboratory at the University of Iowa	SUB11719861
8956		Ohio Department of Health Laboratory	SUB11719899
8957		Utah Public Health Laboratory	SUB11719901
8958		Pennsylvania Department of Health Bureau of Laboratories	SUB11719913
8959		IDEL	SUB11720154
8960		Texas Department of State Health Services	SUB11720161
8961		University of Iowa Hospitals and Clinics	SUB11720194
8962		Wisconsin State Laboratory of Hygiene	SUB11720236
8963		Wisconsin State Laboratory of Hygiene	SUB11720238
8964		Wisconsin State Laboratory of Hygiene	SUB11720240
8965		Wisconsin State Laboratory of Hygiene	SUB11720243
8966		Wisconsin State Laboratory of Hygiene	SUB11720254
8967		Idaho Bureau of Laboratories	SUB11720255
8968		Wisconsin State Laboratory of Hygiene	SUB11720258
8969		State Hygienic Laboratory at the University of Iowa	SUB11720323
8970		HOSPITAL SAN JUAN DE DIOS	SUB11720326
8971		AREA DE SALUD BELEN FLORES	SUB11720326
8972		HOSPITAL SAN VICENTE DE PAUL HEREDIA	SUB11720326
8973		AREA DE SALUD EL GUARCO	SUB11720326
8974		AREA DE SALUD OREAMUNO PACAYAS TIERRA BLANCA	SUB11720326
8975		AREA DE SALUD OREAMUNO-PACAYAS-TIERRA BLANCA	SUB11720326
8976		HOSPITAL DE LAS MUJERES DR. ADOLFO CARIT EVA	SUB11720326
8977		CAIS SIQUIRRES	SUB11720326
8978		AREA DE SALUD SAN RAFAEL DE HEREDIA	SUB11720326
8979		HOSPITAL CARLOS LUIS VALVERDE VEGA	SUB11720326
8980		AREA DE SALUD HEREDIA CUBUJUQUI	SUB11720326
8981		HOSPITAL SAN RAFAEL DE ALAJUELA	SUB11720326
8982		LABORATORIO CLINICO- CLINICA RICARDO MORENO CANAS	SUB11720326
8983		AREA DE SALUD PAQUERA	SUB11720326
8984		HOSPITAL DR. TOMAS CASAS CASAJUS	SUB11720326
8985		HOSPITAL SAN VICENTE DE PAUL	SUB11720326
8986		HOSPITAL SAN VITO	SUB11720326
8987		AREA DE SALUD HEREDIA CUBUJUCHI	SUB11720326
8988		HOSPITAL DR. ENRIQUE BALTODANO BRICENO	SUB11720326
8989		AREA DE SALUD PAVAS	SUB11720326
8990		AREA DE SALUD LOS SANTOS	SUB11720326
8991		AREA DE SALUD ALAJUELITA	SUB11720326
8992		HOSPITAL MONSENOR SANABRIA	SUB11720326
8993		HOSPITAL MAXIMILIANO PERALTA	SUB11720326
8995		AREA DE SALUD SANTA CRUZ	SUB11720326
8996		AREA DE SALUD CARTAGO	SUB11720326
8997		HOSPITAL DR. TONY FACIO CASTRO	SUB11720326
8998		HOSPITAL MEXICO	SUB11720326
8999		HOSPITAL R.A. CALDERON GUARDIA	SUB11720326
9000		LABORATORIO ECHANDI	SUB11720326
9001		HOSPITAL UPALA	SUB11720326
9002		Hospital Upala	SUB11720326
9003		Hospital Dr. Tomas Casas Casajus	SUB11720326
9004		Hospital de las Mujeres	SUB11720326
9005		HOSPITAL DR. FERNANDO ESCALANTE PRADILLA	SUB11720326
9006		AREA DE SALUD FORTUNA [SAN CARLOS/ALAJUELA]	SUB11720326
9007		CAIS Siquirres	SUB11720326
9008		Laboratorio Clinico Dr. Ricardo Moreno CaNas	SUB11720326
9009		AREA DE SALUD BAGACES [PORVENIR/BAGACES/GUANACASTE]	SUB11720326
9010		AREA DE SALUD SIQUIRRES	SUB11720326
9011		AREA DE SALUD ASERRI [ASERRI/SAN JOSE]	SUB11720326
9012		AREA DE SALUD LIMON [LIMON/LIMON]	SUB11720326
9013		HOSPITAL SAN FRANCISCO DE ASIS [SAN ISIDRO/GRECIA/ALAJUELA]	SUB11720326
9014		HOSPITAL METROPOLITANO	SUB11720326
9015		HOSPITAL SAN RAFAEL DE ALAJUELA [ALAJUELA/ALAJUELA]	SUB11720326
9016		AREA DE SALUD DESAMPARADOS 3 [GRIFO ALTO/DESAMPARADOS/SAN JOSE]	SUB11720326
9017		AREA DE SALUD ESPARZA [AGUABUENA/ESPARZA/PUNTARENAS]	SUB11720326
9018		AREA DE SALUD SAN RAFAEL [PUERTO JIMENEZ/PUNTARENAS/PUNTARENAS]	SUB11720326
9019		AREA DE SALUD DESAMPARADOS 1 - CLINICA DR. MARCIAL FALLAS [GRIFO ALTO/DESAMPARADOS/SAN JOSE]	SUB11720326
9020		AREA DE SALUD TILARAN [TILARAN/GUANACASTE]	SUB11720326
9021		AREA DE SALUD COLORADO [ABANGARES/GUANACASTE]	SUB11720326
9022		AREA DE SALUD SIQUIRRES [SIQUIRRES/LIMON]	SUB11720326
9023		AREA DE SALUD ZAPOTE-CATEDRAL - CLINICA DR. CARLOS DURAN	SUB11720326
9024		HOSPITAL DE LAS MUJERES DR. ADOLFO CARIT [SAN JOSE/SAN JOSE]	SUB11720326
9025		AREA DE SALUD GOLFITO [GOLFITO/PUNTARENAS]	SUB11720326
9026		AREA DE SALUD DESAMPARADOS 2 (COOPESALUD) [SAN RAFAEL ARRIBA/DESAMPARADOS/SAN JOSE]	SUB11720326
9027		HOSPITAL SAN JUAN DE DIOS [SAN JOSE/SAN JOSE]	SUB11720326
9028		AREA DE SALUD FORTUNA	SUB11720326
9029		AREA DE SALUD PURISCAL-TURRUBARES	SUB11720326
9030		HOSPITAL DR. CARLOS LUIS VALVERDE VEGA	SUB11720326
9031		HOSPITAL PSIQUIATRICO DR. MANUEL CHAPUI	SUB11720326
9032		AREA DE SALUD CATEDRAL NORESTE	SUB11720326
9033		Montana Public Health Laboratory	SUB11731424
9034		TWIN CITIES COMMUNITY HOSPITAL LABORATORY	SUB11731528
9035		COUNTY OF SAN LUIS OBISPO PUBLIC HEALTH DEPARTMENT	SUB11731528
9036		FRENCH HOSPITAL LABORATORY	SUB11731528
9037		ARROYO GRANDE COMMUNITY HOSPITAL LABORATORY	SUB11731528
9038		SIERRA VISTA REGIONAL MEDICAL CENTER LABORATORY	SUB11731528
9039		MARIAN MEDICAL CENTER LABORATORY	SUB11731528
9040		Coconino County Health and Human Services	SUB11731645
9041		ADHS	SUB11731645
9042		Whiteriver IHS Hospital	SUB11731645
9043		MAGNOLIA HEALTH CENTER	SUB11731715
9044		SOUTHWEST MSC	SUB11731715
9045		ACRES HOME MSC	SUB11731715
9046		Orange County Public Health Laboratory	SUB11731716
9047		HIRAM CLARKE MSC	SUB11731803
9048		PARK MANOR WESTCHASE	SUB11731803
9049		FBCCHS - COVID Testing	SUB11731803
9050		ACRES HOME MSC	SUB11731803
9051		FORT BEND EMPLOYEE	SUB11731803
9052		MAGNOLIA HEALTH CENTER	SUB11731803
9053		SOUTHWEST MSC	SUB11731803
9054		KIRBY	SUB11731803
9055		SOUTHWEST MSC	SUB11731869
9056		ACRES HOME MSC	SUB11731869
9057		FBCCHS - COVID Testing	SUB11731869
9058		HIRAM CLARKE MSC	SUB11731869
9059		HCO INST FORENSIC SCI	SUB11731869
9060		MAGNOLIA HEALTH CENTER	SUB11731869
9061		FORT BEND EMPLOYEE	SUB11731869
9062		MEMORIAL CITY HEALTH	SUB11731869
9063		PARK MANOR WESTCHASE	SUB11731869
9064		FORT BEND JUVENILE	SUB11731869
9065		PARK MANOR OF SOUTH	SUB11731869
9066		FORT BEND MEDICAL	SUB11731869
9067		Colorado Department of Public Health and Environment	SUB11731945
9068		Colorado Department of Public Health and Environment	SUB11731951
9069		Pennsylvania Department of Health Bureau of Laboratories	SUB11736343
9070		Whiteriver IHS Hospital	SUB11736585
9071		Maricopa Correctional Health Services	SUB11736585
9072		Salt River Integrated Healthcare	SUB11736585
9073		Coconino County Health and Human Services	SUB11736585
9074		Pima County Health Department	SUB11736585
9075		Coconino County Detention Facility	SUB11736585
9076			SUB11736599
9077		ADHS	SUB11736606
9078		ADHS	SUB11736607
9079		Whiteriver IHS Hospital	SUB11736609
9080		Coconino County Health and Human Services	SUB11736609
9081		Coconino County Detention Facility	SUB11736609
9082		Maricopa Correctional Health Services	SUB11736609
9083		Salt River Integrated Healthcare	SUB11736609
9084			SUB11736613
9085		ADHS	SUB11736615
9086		Whiteriver IHS Hospital	SUB11736616
9087		Maricopa Correctional Health Services	SUB11736616
9088		Northern Arizona University Campus Health Services	SUB11736616
9089		Coconino County Health and Human Services	SUB11736616
9090		Coconino County Detention Facility	SUB11736616
9091		Whiteriver IHS Hospital	SUB11736617
9092		Coconino County Health and Human Services	SUB11736617
9093		Maricopa Correctional Health Services	SUB11736617
9094		TGen North	SUB11736617
9095		Northern Arizona University Campus Health Services	SUB11736617
9096		Coconino County Health and Human Services	SUB11736618
9097		Whiteriver IHS Hospital	SUB11736618
9098		Maricopa Correctional Health Services	SUB11736618
9099		Salt River Integrated Healthcare	SUB11736618
9100		ADHS	SUB11736619
9101		ADHS	SUB11736621
9102		ADHS	SUB11736622
9103		ADHS	SUB11736623
9104		ADHS	SUB11736625
9105		Whiteriver IHS Hospital	SUB11736627
9106		Salt River Integrated Healthcare	SUB11736627
9107		Coconino County Health and Human Services	SUB11736627
9108		Northern Arizona University Campus Health Services	SUB11736627
9109		Whiteriver IHS Hospital	SUB11736628
9110		Salt River Integrated Healthcare	SUB11736628
9111		Coconino County Health and Human Services	SUB11736628
9112		Coconino County Detention Facility	SUB11736628
9113		The Guidance Center	SUB11736628
9114		ADHS	SUB11736629
9115		ADHS	SUB11736630
9116		Pennsylvania Department of Health Bureau of Laboratories	SUB11736632
9117		ADHS	SUB11736634
9118		Coconino County Health and Human Services	SUB11736635
9119		Salt River Integrated Healthcare	SUB11736635
9120		Northern Arizona University Campus Health Services	SUB11736635
9121		TGen North	SUB11736635
9122		Maricopa Correctional Health Services	SUB11736635
9123		Whiteriver IHS Hospital	SUB11736638
9124		The Guidance Center	SUB11736639
9125		Coconino County Health and Human Services	SUB11736639
9126		Salt River Integrated Healthcare	SUB11736639
9127		Maricopa Correctional Health Services	SUB11736639
9128		Sells Hospital	SUB11736639
9129		Northern Arizona University Campus Health Services	SUB11736639
9130		Coconino County Detention Facility	SUB11736640
9131		Whiteriver IHS Hospital	SUB11736640
9132		ADHS	SUB11736641
9133		ADHS	SUB11736645
9134		Sonora Quest Laboratories	SUB11736648
9135		Sonora Quest Laboratories - Phoenix	SUB11736648
9136		Coconino County Health and Human Services	SUB11736650
9137		Coconino County Adult Detention Facility	SUB11736650
9138		Whiteriver IHS Hospital	SUB11736650
9139		Translational Genomics Research Institute	SUB11736650
9140		Coconino County Juvenile Detention Center	SUB11736650
9141		Mohave County Adult Detention	SUB11736650
9142		Northern Arizona University Campus Health Services	SUB11736650
9143		Medical Examiners Office Coconino County Health and Human Services	SUB11736650
9144		Sonora Quest Laboratories - Phoenix	SUB11736653
9145		Banner University Medical Center - Tucson	SUB11736656
9146		Sonora Quest Laboratories - Phoenix	SUB11736656
9147		Regional Center for Border Health	SUB11736656
9148		Coconino County Adult Detention Facility	SUB11736656
9149		Regional Center for Border Health	SUB11736659
9150		Whiteriver Indian Health	SUB11736659
9151		Northern Navajo Medical Center Shiprock - Navajo Nation	SUB11736662
9152		TNCL	SUB11736662
9153		Chinle Health - Navajo Nation	SUB11736665
9154		Sonora Quest Laboratories - Phoenix	SUB11736669
9155		Chinle Health - Navajo Nation	SUB11736669
9156		FMC	SUB11736669
9157		Sonora Quest Laboratories - Phoenix	SUB11736679
9158		Arizona Department of Health	SUB11736679
9159		Sonora Quest Laboratories - Phoenix	SUB11736683
9160		Banner University Medical Center - Tucson	SUB11736683
9161		State Hygienic Laboratory at the University of Iowa	SUB11736778
9162		University of Iowa Hospitals and Clinics	SUB11736778
9163		Pennsylvania Department of Health Bureau of Laboratories	SUB11736961
9164		State Hygienic Laboratory at the University of Iowa	SUB11736977
9165		Utah Public Health Laboratory	SUB11737062
9166		Orange County Public Health Laboratory	SUB11737128
9167		University of Iowa Hospitals and Clinics	SUB11738129
9168		State Hygienic Laboratory at the University of Iowa	SUB11738129
9169		University of Iowa Hospitals and Clinics	SUB11738143
9170		State Hygienic Laboratory at the University of Iowa	SUB11738202
9171		State Hygienic Laboratory at the University of Iowa	SUB11738220
9172		State Hygienic Laboratory at the University of Iowa	SUB11738241
9173		Colorado Department of Public Health and Environment	SUB11738418
9174		Wisconsin State Laboratory of Hygiene	SUB11741321
9175		North Carolina State Laboratory of Public Health	SUB11741329
9176		Wisconsin State Laboratory of Hygiene	SUB11741385
9177		State Hygienic Laboratory at the University of Iowa	SUB11741529
9178		University of Iowa Hospitals and Clinics	SUB11741572
9179		State Hygienic Laboratory at the University of Iowa	SUB11741572
9180		CDPH VBL	SUB11741653
9181		Wisconsin State Laboratory of Hygiene	SUB11741655
9182		Wisconsin State Laboratory of Hygiene	SUB11741661
9183		Wisconsin State Laboratory of Hygiene	SUB11741679
9184		Texas Department of State Health Services	SUB11741700
9185		Nevada State Public Health Laboratory	SUB11741721
9186		CDPH VBL	SUB11741726
9187		TPMG Regional Laboratory	SUB11741726
9188		State Hygienic Laboratory at the University of Iowa	SUB11741738
9189		Wisconsin State Laboratory of Hygiene	SUB11741756
9190		Wisconsin State Laboratory of Hygiene	SUB11741767
9191		Wisconsin State Laboratory of Hygiene	SUB11741768
9192		Wisconsin State Laboratory of Hygiene	SUB11741773
9193		Utah Public Health Laboratory	SUB11741841
9194		Montana Public Health Laboratory	SUB11741847
9195		Idaho Bureau of Laboratories	SUB11741909
9196		State Hygienic Laboratory at the University of Iowa	SUB11742032
9197		University of Iowa Hospitals and Clinics	SUB11742032
9198		HIRAM CLARKE MSC - 3810 W FUQUA ST	SUB11742946
9199		MAGNOLIA HEALTH CENTER - 7037 CAPITOL	SUB11742946
9200		FBCCHS - COVID Testing - 4520 READING ROAD, SUITE A-200	SUB11742946
9201		HARRIS CO JUV DET CTR- 1200 Congress St	SUB11742946
9202		SOUTHWEST MSC- 6400 HIGH STAR DRIVE	SUB11742946
9203		GALE, LETOSHA	SUB11742946
9204		ACRES HOME MSC - 6719 W MONTGOMERY RD	SUB11742946
9205		HARRIS COUNTY DETENTION - 1200 CONGRESS ST	SUB11742946
9206		FORT BEND COUNTY JAIL - 1410 RICHMOND PARKWAY	SUB11742946
9207		KIRBY - 9250 KIRBY DRIVE, 2030	SUB11742946
9208		FORT BEND EMPLOYEE - 301 JACKSON STREET	SUB11742946
9209		INCARNATE WORD CONVENT -	SUB11742946
9210		MAYOR&apos;S OFFICE - 8000 NORTH STADIUM DRIVE	SUB11742946
9211		NORTH HOUSTON - 9814 GRANT RD	SUB11742946
9212		WINDSOR HOUSTON- 6920 T C Jester Blvd	SUB11742946
9213		HCO INST FORENSIC SCI - 1861 OLD SPANISH TRAIL	SUB11742946
9214		BROOKDALE GALLERIA - 2929 POST OAK BOULEVARD	SUB11742946
9215		BRAZOS TOWERS BAYOU MANOR - 4141 S BRAESWOOD	SUB11742946
9216		THE WOMEN&apos;S HOME - 607 WESTHEIMER ROAD	SUB11742946
9217		HOUSTON TRANSITIONAL-8550 Jason St	SUB11742946
9218		State Hygienic Laboratory at the University of Iowa	SUB11743194
9219			SUB11745103
9220		Airport Antigen COVIDNet Project	SUB11745111
9221		UC Davis Genome Center	SUB11745111
9222		ARROYO GRANDE COMMUNITY HOSPITAL LABORATORY	SUB11745179
9223		FRENCH HOSPITAL LABORATORY	SUB11745179
9224		TWIN CITIES COMMUNITY HOSPITAL LABORATORY	SUB11745179
9225		Ohio Department of Health Laboratory	SUB11745392
9226			SUB11745405
9227			SUB11745668
9228			SUB11745728
9229			SUB11747779
9230			SUB11751290
9231			SUB11751496
9232			SUB11751599
9233			SUB11754467
9234			SUB11754855
9235			SUB11755007
9236			SUB11755016
9237			SUB11758233
9238			SUB11760687
9239			SUB11760696
9240			SUB11760756
9241		National Health Laboratory Service	SUB11760756
9242			SUB11761472
9243			SUB11761507
9244			SUB11763322
9245			SUB11764834
9246			SUB11770966
9247			SUB11771072
9248			SUB11771408
9249			SUB11772917
9250			SUB11772981
9251			SUB11774089
9252			SUB11774342
9253			SUB11777478
9254			SUB11777479
9255			SUB11777487
9256			SUB11779505
9257			SUB11779550
9258		Laboratory of Viruses Contaminants of Water and Food; Genetics, Microbiology &amp; Statistics Dept.; Universitat de Barcelona.	SUB8846333
9259		Emmie de Wit	SUB9574883
9260			UT_IMS
9261		not provided	Universidad de Costa Rica
9262		Rady&apos;s Childrens Hospital	
9263	Science Park of Comenius University of Bratislava		Biomedical Centre Martin, Jessenius Faculty of Medicine in Martin, Comenius University
9264		INVIRS	CABANA project - SARS-CoV-2
9265			Clinical Bioinformatics Area
9266	GPAS		GPAS
9267			Heinrich-Pette-Institute, Leibniz-Institute for experimental Virology
9268		HGUGM	Hospital General Universitario Gregorio Maranon
9269			IHU - Mediterranee Infection
9270	SIB	Stefan Neuenschwander, Christian Baumann, Miguel A Terrazos Miani, Sonja Gempeler, Loïc Borcard, Lea Stauber, Cora Sägesser, Pascal Bittel, Peter Keller, Franziska Suter-Riniker, Stephen L Leib, Alban Ramette	Institute for Infectious Diseases, Bern, Switzerland
9271	SIB	Lea Stauber, Christian Baumann, Miguel A Terrazos Miani, Sonja Gempeler, Loïc Borcard, Stefan Neuenschwander, Cora Sägesser, Pascal Bittel, Peter Keller, Franziska Suter-Riniker, Stephen L Leib, Alban Ramette	Institute for Infectious Diseases, Bern, Switzerland
9272		Daniel Schnepf	Institute for Virology Freiburg
9273		Elena Gómez-Díaz	Institute of Parasitology and Biomedicine Lopez-Neyra, CSIC
9274		Luke Blagdon Snell	KCL
9275		Danish Covid-19 Genome Consortium	Kaohsiung Medical University Hospital
9276	SIB	Martinetti Lucchini Gladys, Valeria Spina	Laboratorio di Microbiologia, Dipartimento di Medicina di Laboratorio EOLAB, Ente Ospedaliero Cantonale, Bellinzona, Switzerland
9277			Leibniz-Institute of Virology (LIV)
9278	SIB	Tanguy ARAUD, Geraldine Jost, Katia Jaton, Nadia Liassine	Medisupport
9279			NAGOYA_MED
9280		NS-S	National Institute of Infectious Diseases
9281			National Veterinary Research Institute
9282		Temple University	Philadelphia Public Health Laboratory
9283		Philadelphia Department of Public Health	Philadelphia Public Health Laboratory
9284			Philadelphia Public Health Laboratory
9285		Unit 17	ROBERT KOCH-INSTITUTE
9286		Centre for Biological Threats and Special Pathogens (ZBS1)	ROBERT KOCH-INSTITUTE
9287	SIB	Alexander Imhof, Cedric Howald, Lorenzo Cerutti, Henri Pegeot, Melyssa Elies, Deborah Penet, Keith Harshman, Ioannis Xenarios	SRO
9288		Institute of Medical Microbiology, Virology and Hygiene, University Medical Center Hamburg-Eppendorf	SUB10974185
9289		DPHL	SUB10996656
9290		DPHL	SUB10996900
9291		Hermanus CDC wc HCO	SUB11067392
9292		2 Military Hospital wc MAA	SUB11067392
9293		Bergsig Clinic wc BSC	SUB11067392
9294		Helderberg Hospital wc HHH	SUB11067392
9295		Groote Schuur Hospital wc GSH	SUB11067392
9296		New Somerset Hospital wc NSH	SUB11067392
9297		SAS Saldanha	SUB11067392
9298		Hermanus Hospital wc HER	SUB11067392
9299		Veterinary technician of Clinica Veterinaria Morey, Ceuta, Spain	SUB11135004
9300			SUB11158263
9302		The Chinese Academy of Medical Sciences	SUB11203383
9303		Children&apos;s Cancer Hospital Egypt 57357,	SUB11205027
9304		Kasr Al-Aini School of Medicine	SUB11205027
9305		DPHL	SUB11321278
9306			SUB11334334
9307		HMC	SUB11371755
9308		Department of Infectious, Tropical Diseases and Microbiology of the IRCCS Sacro Cuore Don Calabria Hospital, Negrar (VR), Italy	SUB11436799
9309		Prasanna Jagannathan	SUB11464432
9310		Marisa Holubar	SUB11464432
9311		Renu Verma	SUB11464432
9312		Yvonne Maldonado	SUB11464432
9313		DPHL	SUB11556381
9314		Instituto Nacional de Cancer	SUB11572118
9315			SUB11616898
9316			SUB11622379
9317			SUB11645621
9318			SUB11686191
9319		NJDOH, Public Health and Environmental Laboratories	SUB11731194
9320		NJDOH, Public Health and Environmental Laboratories	SUB11736714
